(48, 22, 1017, 12, 16, 12, 315.92535400390625)
(50, 22, 1134, 12, 16, 12, 315.96124267578125)
(48, 20, 907, 12, 16, 12, 315.9915771484375)
(46, 22, 907, 12, 16, 12, 316.02484130859375)
(48, 20, 907, 12, 16, 12, 316.0543518066406)
(46, 24, 1134, 12, 16, 12, 316.0704345703125)
(46, 22, 1134, 12, 16, 12, 316.1053466796875)
(48, 24, 1134, 12, 16, 12, 316.138427734375)
(48, 20, 907, 12, 16, 12, 316.1689147949219)
(46, 22, 907, 12, 16, 12, 316.201416015625)
(48, 22, 907, 12, 16, 12, 316.2341003417969)
(48, 20, 706, 12, 16, 12, 316.2657165527344)
(48, 22, 907, 12, 16, 12, 316.2966613769531)
(46, 24, 1256, 12, 16, 12, 316.3286437988281)
(48, 20, 907, 12, 16, 12, 316.3622741699219)
(46, 20, 706, 12, 16, 12, 316.393310546875)
(48, 22, 1017, 12, 16, 12, 316.427001953125)
(48, 20, 804, 12, 16, 12, 316.4626159667969)
(46, 24, 1134, 12, 16, 12, 316.47479248046875)
(650, 434, 706, 12, 16, 12, 316.5104675292969)
(46, 22, 907, 12, 16, 12, 316.5570983886719)
(48, 20, 804, 12, 16, 12, 316.573974609375)
(48, 20, 1017, 12, 16, 12, 316.60858154296875)
(46, 22, 804, 12, 16, 12, 316.6439514160156)
(46, 22, 1134, 12, 16, 12, 316.670654296875)
(48, 22, 1017, 12, 16, 12, 316.7046813964844)
(48, 20, 907, 12, 16, 12, 316.7408447265625)
(48, 22, 907, 12, 16, 12, 316.76959228515625)
(46, 22, 907, 12, 16, 12, 316.8376770019531)
(240, 424, 530, 12, 16, 12, 316.8634338378906)
(46, 22, 907, 12, 16, 12, 316.8957214355469)
(48, 22, 1017, 12, 16, 12, 316.91357421875)
(22, 54, 706, 12, 16, 12, 316.96197509765625)
(8, 456, 706, 12, 16, 12, 316.9928283691406)
(50, 22, 907, 12, 16, 12, 317.0103759765625)
(240, 424, 804, 12, 16, 12, 317.04241943359375)
(28, 44, 907, 12, 16, 12, 317.0760192871094)
(48, 20, 1017, 12, 16, 12, 317.11083984375)
(48, 20, 907, 12, 16, 12, 317.1387939453125)
(634, 48, 1017, 12, 16, 12, 317.1698303222656)
(48, 20, 706, 12, 16, 12, 317.2068176269531)
(124, 424, 1017, 12, 16, 12, 317.2365417480469)
(46, 22, 1134, 12, 16, 12, 317.2672119140625)
(48, 22, 907, 12, 16, 12, 317.3346252441406)
(242, 424, 706, 12, 16, 12, 317.3650817871094)
(46, 22, 907, 12, 16, 12, 317.39984130859375)
(48, 20, 1017, 12, 16, 12, 317.4156494140625)
(48, 20, 907, 12, 16, 12, 317.44500732421875)
(46, 22, 1134, 12, 16, 12, 317.4875793457031)
(46, 24, 1134, 12, 16, 12, 317.5122375488281)
(240, 424, 804, 12, 16, 12, 317.54595947265625)
(50, 20, 907, 12, 16, 12, 317.5800476074219)
(48, 20, 907, 12, 16, 12, 317.6092529296875)
(46, 22, 907, 12, 16, 12, 317.64208984375)
(12, 456, 530, 12, 16, 12, 317.6766052246094)
(20, 446, 530, 12, 16, 12, 317.7095642089844)
(34, 440, 530, 12, 16, 12, 317.7386169433594)
(46, 436, 530, 12, 16, 12, 317.7749328613281)
(54, 434, 615, 12, 16, 12, 317.7847900390625)
(72, 426, 530, 12, 16, 12, 317.8352966308594)
(74, 426, 615, 12, 16, 12, 317.8556213378906)
(80, 426, 615, 12, 16, 12, 317.8880920410156)
(86, 424, 615, 12, 16, 12, 317.9172668457031)
(90, 420, 530, 12, 16, 12, 317.953857421875)
(98, 420, 615, 12, 16, 12, 317.9815673828125)
(106, 420, 615, 12, 16, 12, 318.0130615234375)
(118, 414, 706, 12, 16, 12, 318.0469970703125)
(126, 412, 706, 12, 16, 12, 318.07861328125)
(140, 406, 706, 12, 16, 12, 318.1119079589844)
(152, 400, 804, 12, 16, 12, 318.14447021484375)
(162, 392, 530, 12, 16, 12, 318.1773986816406)
(174, 388, 615, 12, 16, 12, 318.2082214355469)
(188, 382, 804, 12, 16, 12, 318.24188232421875)
(196, 376, 615, 12, 16, 12, 318.25848388671875)
(202, 374, 706, 12, 16, 12, 318.2909240722656)
(216, 368, 615, 12, 16, 12, 318.3366394042969)
(222, 366, 615, 12, 16, 12, 318.35498046875)
(232, 366, 530, 12, 16, 12, 318.3856201171875)
(242, 356, 804, 12, 16, 12, 318.419189453125)
(252, 352, 706, 12, 16, 12, 318.4568786621094)
(264, 346, 706, 12, 16, 12, 318.4856872558594)
(276, 342, 804, 12, 16, 12, 318.5168151855469)
(286, 336, 804, 12, 16, 12, 318.5541687011719)
(298, 328, 706, 12, 16, 12, 318.5804748535156)
(308, 326, 804, 12, 16, 12, 318.6127014160156)
(314, 322, 804, 12, 16, 12, 318.6265869140625)
(326, 316, 804, 12, 16, 12, 318.6617431640625)
(340, 308, 706, 12, 16, 12, 318.7087707519531)
(346, 304, 706, 12, 16, 12, 318.72479248046875)
(356, 300, 706, 12, 16, 12, 318.76031494140625)
(366, 298, 530, 12, 16, 12, 318.7905578613281)
(374, 290, 615, 12, 16, 12, 318.8218688964844)
(388, 284, 804, 12, 16, 12, 318.8551025390625)
(400, 278, 804, 12, 16, 12, 318.8861999511719)
(408, 274, 706, 12, 16, 12, 318.9207763671875)
(420, 266, 804, 12, 16, 12, 318.9524230957031)
(428, 262, 706, 12, 16, 12, 318.9872131347656)
(440, 254, 530, 12, 16, 12, 319.0184326171875)
