(66, 30, 530, 12, 16, 12, 236.87794494628906)
(68, 32, 530, 12, 16, 12, 236.9428253173828)
(68, 32, 615, 12, 16, 12, 237.0593719482422)
(68, 32, 530, 12, 16, 12, 237.08570861816406)
(64, 34, 615, 12, 16, 12, 237.11685180664062)
(68, 32, 530, 12, 16, 12, 237.15713500976562)
(66, 30, 530, 12, 16, 12, 237.21669006347656)
(68, 32, 530, 12, 16, 12, 237.24977111816406)
(70, 32, 530, 12, 16, 12, 237.36209106445312)
(68, 32, 530, 12, 16, 12, 237.40992736816406)
(622, 116, 1134, 12, 16, 12, 237.43429565429688)
(68, 30, 530, 12, 16, 12, 237.4592742919922)
(68, 32, 530, 12, 16, 12, 237.49118041992188)
(68, 34, 706, 12, 16, 12, 237.52960205078125)
(68, 36, 706, 12, 16, 12, 237.5567626953125)
(68, 34, 615, 12, 16, 12, 237.5909423828125)
(68, 30, 452, 12, 16, 12, 237.6251983642578)
(72, 34, 706, 12, 16, 12, 237.65541076660156)
(630, 250, 530, 12, 16, 12, 237.68954467773438)
(74, 34, 706, 12, 16, 12, 237.7205352783203)
(78, 34, 615, 12, 16, 12, 237.75442504882812)
(82, 34, 530, 12, 16, 12, 237.78256225585938)
(90, 40, 530, 12, 16, 12, 237.81507873535156)
(92, 36, 530, 12, 16, 12, 237.83116149902344)
(96, 36, 530, 12, 16, 12, 237.85345458984375)
(104, 36, 615, 12, 16, 12, 237.8968963623047)
(110, 38, 530, 12, 16, 12, 237.9315948486328)
(114, 40, 706, 12, 16, 12, 237.96078491210938)
(122, 44, 706, 12, 16, 12, 237.99671936035156)
(126, 42, 804, 12, 16, 12, 238.02777099609375)
(132, 42, 530, 12, 16, 12, 238.05677795410156)
(138, 46, 530, 12, 16, 12, 238.0909423828125)
(142, 46, 615, 12, 16, 12, 238.12738037109375)
(146, 50, 530, 12, 16, 12, 238.15480041503906)
(154, 50, 615, 12, 16, 12, 238.18601989746094)
(158, 52, 706, 12, 16, 12, 238.20387268066406)
(164, 52, 530, 12, 16, 12, 238.25173950195312)
(172, 56, 615, 12, 16, 12, 238.2662811279297)
(176, 56, 706, 12, 16, 12, 238.2998809814453)
(182, 58, 530, 12, 16, 12, 238.33221435546875)
(186, 60, 615, 12, 16, 12, 238.3660430908203)
(194, 62, 615, 12, 16, 12, 238.39974975585938)
(200, 64, 615, 12, 16, 12, 238.42996215820312)
(202, 66, 615, 12, 16, 12, 238.46206665039062)
(206, 68, 530, 12, 16, 12, 238.49905395507812)
(212, 72, 804, 12, 16, 12, 238.52676391601562)
(218, 74, 706, 12, 16, 12, 238.55746459960938)
(226, 74, 615, 12, 16, 12, 238.59669494628906)
(224, 74, 530, 12, 16, 12, 238.60662841796875)
(234, 78, 530, 12, 16, 12, 238.6561279296875)
(240, 78, 804, 12, 16, 12, 238.6741485595703)
(244, 80, 615, 12, 16, 12, 238.70362854003906)
(248, 86, 530, 12, 16, 12, 238.73977661132812)
(256, 90, 615, 12, 16, 12, 238.7734832763672)
(264, 90, 706, 12, 16, 12, 238.8025360107422)
(268, 92, 615, 12, 16, 12, 238.83511352539062)
(270, 96, 804, 12, 16, 12, 238.87139892578125)
(276, 96, 804, 12, 16, 12, 238.89959716796875)
(282, 100, 804, 12, 16, 12, 238.9293670654297)
(284, 102, 706, 12, 16, 12, 238.9691162109375)
(288, 106, 706, 12, 16, 12, 238.99591064453125)
(294, 104, 615, 12, 16, 12, 239.02708435058594)
(298, 108, 706, 12, 16, 12, 239.0639190673828)
(302, 110, 615, 12, 16, 12, 239.09552001953125)
(308, 114, 706, 12, 16, 12, 239.12472534179688)
(312, 116, 615, 12, 16, 12, 239.15892028808594)
(320, 118, 530, 12, 16, 12, 239.17481994628906)
(320, 118, 615, 12, 16, 12, 239.20680236816406)
(328, 124, 615, 12, 16, 12, 239.2428741455078)
(330, 126, 804, 12, 16, 12, 239.27114868164062)
(334, 130, 804, 12, 16, 12, 239.30479431152344)
(342, 132, 706, 12, 16, 12, 239.34091186523438)
(344, 134, 907, 12, 16, 12, 239.3713836669922)
(348, 138, 804, 12, 16, 12, 239.4013671875)
(352, 140, 615, 12, 16, 12, 239.43319702148438)
(358, 142, 706, 12, 16, 12, 239.4663848876953)
(362, 146, 706, 12, 16, 12, 239.497802734375)
(366, 148, 615, 12, 16, 12, 239.51705932617188)
(368, 152, 804, 12, 16, 12, 239.56109619140625)
(372, 152, 706, 12, 16, 12, 239.59323120117188)
(374, 156, 706, 12, 16, 12, 239.62547302246094)
(374, 160, 530, 12, 16, 12, 239.6573028564453)
(378, 158, 706, 12, 16, 12, 239.67434692382812)
(384, 162, 706, 12, 16, 12, 239.709228515625)
(384, 166, 907, 12, 16, 12, 239.74166870117188)
(390, 166, 615, 12, 16, 12, 239.77365112304688)
(392, 168, 804, 12, 16, 12, 239.8079833984375)
(398, 172, 530, 12, 16, 12, 239.84335327148438)
(400, 174, 804, 12, 16, 12, 239.8740997314453)
(404, 178, 615, 12, 16, 12, 239.9042510986328)
(408, 182, 615, 12, 16, 12, 239.93922424316406)
(410, 184, 530, 12, 16, 12, 239.96705627441406)
(414, 188, 530, 12, 16, 12, 239.99887084960938)
(414, 186, 706, 12, 16, 12, 240.01541137695312)
(416, 190, 804, 12, 16, 12, 240.04531860351562)
(420, 192, 706, 12, 16, 12, 240.07870483398438)
(424, 194, 615, 12, 16, 12, 240.11114501953125)
(426, 198, 706, 12, 16, 12, 240.1455078125)
(428, 200, 706, 12, 16, 12, 240.1785430908203)
(432, 202, 615, 12, 16, 12, 240.2109832763672)
(434, 206, 804, 12, 16, 12, 240.241943359375)
(434, 208, 907, 12, 16, 12, 240.27450561523438)
(438, 208, 530, 12, 16, 12, 240.31056213378906)
(436, 214, 530, 12, 16, 12, 240.3391571044922)
(440, 214, 706, 12, 16, 12, 240.3753204345703)
(442, 216, 706, 12, 16, 12, 240.38687133789062)
(442, 220, 530, 12, 16, 12, 240.4350128173828)
(448, 220, 706, 12, 16, 12, 240.46630859375)
(448, 222, 804, 12, 16, 12, 240.48538208007812)
(450, 224, 804, 12, 16, 12, 240.51748657226562)
(452, 226, 804, 12, 16, 12, 240.55259704589844)
(454, 228, 706, 12, 16, 12, 240.58448791503906)
(458, 230, 530, 12, 16, 12, 240.6460723876953)
(458, 232, 615, 12, 16, 12, 240.6835479736328)
(462, 236, 615, 12, 16, 12, 240.7113037109375)
(460, 236, 615, 12, 16, 12, 240.74139404296875)
(464, 240, 706, 12, 16, 12, 240.7810821533203)
(464, 244, 530, 12, 16, 12, 240.84144592285156)
(466, 248, 615, 12, 16, 12, 240.87478637695312)
(468, 250, 615, 12, 16, 12, 240.88693237304688)
(470, 254, 615, 12, 16, 12, 240.9219970703125)
(470, 254, 804, 12, 16, 12, 240.9549560546875)
(474, 256, 706, 12, 16, 12, 240.98570251464844)
(474, 256, 530, 12, 16, 12, 241.01699829101562)
(474, 262, 804, 12, 16, 12, 241.05369567871094)
(476, 264, 706, 12, 16, 12, 241.08270263671875)
(480, 266, 615, 12, 16, 12, 241.11337280273438)
(480, 270, 804, 12, 16, 12, 241.1526336669922)
(482, 272, 706, 12, 16, 12, 241.17913818359375)
(486, 274, 530, 12, 16, 12, 241.24798583984375)
(488, 276, 530, 12, 16, 12, 241.2788543701172)
(488, 278, 530, 12, 16, 12, 241.31039428710938)
(488, 278, 615, 12, 16, 12, 241.3293914794922)
(488, 276, 452, 12, 16, 12, 241.35818481445312)
(488, 280, 530, 12, 16, 12, 241.39109802246094)
(490, 282, 615, 12, 16, 12, 241.45526123046875)
(492, 284, 706, 12, 16, 12, 241.48895263671875)
(492, 284, 530, 12, 16, 12, 241.51914978027344)
(494, 286, 706, 12, 16, 12, 241.5517578125)
(492, 286, 530, 12, 16, 12, 241.5831756591797)
(496, 288, 615, 12, 16, 12, 241.619384765625)
(496, 290, 615, 12, 16, 12, 241.65228271484375)
(496, 290, 706, 12, 16, 12, 241.68203735351562)
(498, 288, 706, 12, 16, 12, 241.7139129638672)
(500, 292, 530, 12, 16, 12, 241.73048400878906)
(500, 290, 615, 12, 16, 12, 241.77859497070312)
(500, 292, 615, 12, 16, 12, 241.81065368652344)
(500, 292, 706, 12, 16, 12, 241.82749938964844)
(502, 290, 706, 12, 16, 12, 241.85780334472656)
(504, 292, 615, 12, 16, 12, 241.8932342529297)
(506, 290, 615, 12, 16, 12, 241.92677307128906)
(504, 290, 804, 12, 16, 12, 241.95838928222656)
(506, 290, 615, 12, 16, 12, 241.9919891357422)
(506, 290, 804, 12, 16, 12, 242.0243682861328)
